,oid,lat_dest,long_dest,flow,hour
120,1578,24.855,46.72,1,11:00
121,1579,24.848,46.724,4,11:00
122,1579,24.855,46.72,5,11:00
123,1584,24.855,46.72,1,11:00
124,1594,24.848,46.724,1,11:00
125,1597,24.848,46.724,2,11:00
126,1597,24.849,46.722,1,11:00
127,1597,24.855,46.72,1,11:00
128,1603,24.848,46.724,1,11:00
129,1603,24.853,46.72,2,11:00
130,1604,24.855,46.72,2,11:00
131,1605,24.855,46.72,1,11:00
132,1609,24.855,46.72,1,11:00
133,1619,24.848,46.724,2,11:00
134,1619,24.855,46.72,1,11:00
135,1623,24.852,46.719,1,11:00
136,1623,24.854,46.719,1,11:00
137,1623,24.855,46.72,2,11:00
138,1624,24.848,46.724,1,11:00
139,1627,24.852,46.719,1,11:00
140,1633,24.852,46.719,1,11:00
141,1635,24.855,46.72,1,11:00
142,1640,24.855,46.72,2,11:00
143,1643,24.848,46.724,1,11:00
144,1655,24.852,46.719,1,11:00
145,1655,24.854,46.719,1,11:00
146,1655,24.855,46.72,1,11:00
147,1658,24.848,46.724,1,11:00
148,1665,24.848,46.724,1,11:00
149,1665,24.849,46.722,2,11:00
150,1689,24.854,46.719,1,11:00
151,1693,24.848,46.724,1,11:00
152,1699,24.848,46.724,2,11:00
153,1699,24.849,46.722,1,11:00
154,1699,24.855,46.72,1,11:00
155,1701,24.848,46.724,1,11:00
